암호화요양기호,주소
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNDgxMzUxIzIxIyQxIyQxIyQ4OSQzNjEwMDIjODEjJDEjJDIjJDgz,"경기도 성남시 분당구 성남대로 165, 228호 (금곡동, 천사의도시)"
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxMzUxIzIxIyQyIyQ1IyQwMCQzNjE4MzIjNjEjJDEjJDgjJDgz,"경기도 성남시 중원구 광명로 5, 401호 (성남동)"
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkMzgxOTYxIzUxIyQxIyQxIyQ2MiQzNjE0ODEjNjEjJDEjJDAjJDgz,"경기도 성남시 분당구 야탑로 95, 2층 (야탑동, 세신빌딩)"
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNTgxOTYxIzIxIyQxIyQ1IyQwMyQyNjEwMDIjNDEjJDEjJDgjJDgz,"경기도 성남시 분당구 황새울로342번길 9, 5층 (서현동, 정현빌딩)"
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkMzgxMTkxIzMxIyQxIyQzIyQwMyQzNjE0ODEjNDEjJDEjJDQjJDgz,"경기도 성남시 수정구 공원로 322, 2층 (신흥동, 신동아파라디움)"
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkMzgxMTkxIzMxIyQyIyQ3IyQwMCQzNjE4MzIjNjEjJDEjJDAjJDgz,"경기도 성남시 분당구 돌마로 52, 403호 (구미동, MD빌딩)"
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkMzgxMTkxIzUxIyQxIyQxIyQ5OSQyNjE4MzIjNzEjJDEjJDgjJDgz,"경기도 성남시 수정구 남문로 61, 2층 (태평동)"
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzExIyQxIyQ3IyQxMyQzNjE0ODEjNzEjJDEjJDgjJDgz,"경기도 성남시 분당구 성남대로 926, 403호 404호 (야탑동, 분당메트로빌딩)"
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzUxIyQxIyQxIyQwMyQyNjEwMDIjNDEjJDEjJDQjJDgz,"경기도 성남시 중원구 자혜로8번길 4, 2층 (금광동, 부성빌딩)"
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzMxIyQxIyQzIyQwMyQ0NjEwMDIjNjEjJDEjJDgjJDgz,"경기도 성남시 수정구 수정로 182, 2층 (신흥동)"
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxMzUxIzExIyQxIyQzIyQwMyQ0NjEwMDIjNDEjJDEjJDQjJDgz,"경기도 성남시 중원구 광명로 336, 3층 (금광동)"
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNDgxNzAyIzQxIyQxIyQ3IyQ2MiQzNjE4MzIjNjEjJDEjJDAjJDgz,"경기도 성남시 수정구 위례동로 153, 6층 606, 607호 (창곡동, 에이플타워)"
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxMzUxIzIxIyQxIyQxIyQ3OSQ0NjE0ODEjNjEjJDEjJDgjJDgz,"경기도 성남시 중원구 광명로 14, 2층 (성남동)"
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxMzUxIzIxIyQxIyQxIyQ5MiQzNjEwMDIjNTEjJDEjJDIjJDgz,"경기도 성남시 수정구 수정남로 161, (신흥동)"
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzUxIyQxIyQ1IyQ3MiQyNjEwMDIjNTEjJDEjJDYjJDgz,"경기도 성남시 수정구 산성대로 241, 9,10,11,12층 (신흥동)"
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNTgxOTYxIzMxIyQxIyQzIyQ4MiQ0NjE0ODEjNjEjJDEjJDgjJDgz,"경기도 성남시 중원구 광명로 5, 성남동메디칼센타 9층 901,902호 (성남동)"
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxMzUxIzMxIyQxIyQzIyQ5MiQyNjEyMjIjNzEjJDEjJDgjJDgz,"경기도 성남시 분당구 판교로 433, 301호 (야탑동, 삼성코아)"
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxOTYxIzIxIyQxIyQxIyQ5OSQyNjE0ODEjNDEjJDEjJDgjJDgz,"경기도 성남시 분당구 대왕판교로606번길 39, 럭스타워 501,601,602,603호 (삼평동)"
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxOTYxIzIxIyQxIyQ5IyQ5OSQyNjEwMDIjNDEjJDEjJDgjJDgz,"경기도 성남시 수정구 탄리로120번길 4, 2층 (태평동)"
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNTgxOTYxIzMxIyQxIyQ3IyQ3OSQyNjEwMDIjNDEjJDEjJDgjJDgz,"경기도 성남시 분당구 돌마로 47, 409호 (금곡동, 이코노샤르망)"
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxMTkxIzIxIyQxIyQ1IyQ5OSQzNjE0ODEjNjEjJDEjJDQjJDgz,"경기도 성남시 분당구 돌마로 43, 메디파크빌딩 3층 (금곡동)"
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxMTkxIzMxIyQxIyQzIyQ4OSQyNjEwMDIjNjEjJDEjJDgjJDgz,"경기도 성남시 수정구 산성대로 481, 4층 (양지동)"
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxMTkxIzIxIyQxIyQ1IyQwMyQzNjEyMjIjNjEjJDEjJDQjJDgz,"경기도 성남시 분당구 황새울로200번길 9-7, 201~203호 (수내동)"
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxMTkxIzMxIyQxIyQzIyQ3OSQzNjEyMjIjNDEjJDEjJDQjJDgz,"경기도 성남시 분당구 돌마로356번길 3, 309호 (수내동, 그랜드빌딩)"
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxMTkxIzIxIyQxIyQxIyQ5MiQ0NjEwMDIjNjEjJDEjJDgjJDgz,"경기도 성남시 중원구 산성대로372번길 3, (금광동)"
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxMTkxIzIxIyQyIyQ5IyQwMCQzNjE4MzIjNTEjJDEjJDYjJDgz,"경기도 성남시 분당구 중앙공원로39번길 49, 서현 지엔느 203-1호 (서현동)"
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxMTkxIzMxIyQxIyQzIyQ2MiQzNjE0ODEjNTEjJDEjJDIjJDgz,"경기도 성남시 중원구 순환로 188, 2층 2호 (상대원동, 궁전아파트상가)"
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxMTkxIzUxIyQxIyQxIyQ4OSQyNjE0ODEjNzEjJDEjJDgjJDgz,"경기도 성남시 분당구 분당로53번길 22, 5층 (서현동)"
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxMTkxIzUxIyQxIyQ1IyQwMyQ0NjEwMDIjODEjJDEjJDIjJDgz,"경기도 성남시 분당구 운중로 249, 301호,302호 (판교동)"
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNTgxMzUxIzIxIyQxIyQ1IyQ5MiQ0NjE0ODEjNjEjJDEjJDAjJDgz,"경기도 성남시 중원구 성남대로 1133, 성남 메트로칸, 2층 2-13호,2-14호,2-15호,2-16호 (성남동)"
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNTgxMzUxIzIxIyQxIyQ1IyQxMyQyNjE4MzIjODEjJDEjJDIjJDgz,"경기도 성남시 수정구 위례광장로 300, 중앙타워 804호 (창곡동)"
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxNzAyIzIxIyQyIyQxIyQwMCQ0NjEwMDIjNTEjJDEjJDIjJDgz,"경기도 성남시 중원구 산성대로 522, 2층 (은행동)"
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxNzAyIzIxIyQxIyQxIyQ2MiQyNjE4MzIjNDEjJDEjJDgjJDgz,"경기도 성남시 분당구 미금로 45, 206호 (구미동, 진도훼미리프라자)"
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxNzAyIzIxIyQxIyQ1IyQ3OSQzNjEwMDIjNjEjJDEjJDAjJDgz,"경기도 성남시 분당구 돌마로356번길 3, 308호 (수내동, 그랜드프라자)"
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxNzAyIzMxIyQxIyQ3IyQ2MiQyNjEwMDIjNDEjJDEjJDQjJDgz,"경기도 성남시 분당구 돌마로 85, 4층 403호 (금곡동, 동양프라자)"
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxNzAyIzMxIyQxIyQ3IyQwMyQzNjE0ODEjNTEjJDEjJDYjJDgz,"경기도 성남시 분당구 야탑로81번길 10, 303호,304일부호 (야탑동, 분당아미고타워)"
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxNzAyIzQxIyQxIyQ3IyQ3OSQzNjEyMjIjODEjJDEjJDIjJDgz,"경기도 성남시 중원구 광명로 277, (중앙동)"
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxNzAyIzMxIyQxIyQ3IyQ5OSQ0NjEwMDIjNDEjJDEjJDgjJDgz,"경기도 성남시 분당구 황새울로351번길 10, 7층 704호 (서현동, 여암빌딩)"
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxNzAyIzMxIyQyIyQ3IyQwMCQ0NjE0ODEjNDEjJDEjJDQjJDgz,"경기도 성남시 수정구 산성대로 313, (신흥동, 나무빌딩4층)"
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxNzAyIzMxIyQxIyQ3IyQ3MiQ0NjE0ODEjNjEjJDEjJDAjJDgz,"경기도 성남시 분당구 서현로210번길 2, 305호 (서현동, 성지하이츠텔)"
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxNzAyIzQxIyQxIyQ3IyQ3OSQyNjEyMjIjNjEjJDEjJDQjJDgz,"경기도 성남시 분당구 돌마로 478, 206호 (서현동, 창인프라자)"
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxNzAyIzQxIyQyIyQ3IyQwMCQyNjEyMjIjNzEjJDEjJDgjJDgz,"경기도 성남시 수정구 위례광장로 19, 아이페리온 4층 407호 (창곡동)"
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkMzgxMzUxIzExIyQxIyQ3IyQ5OSQ0NjEwMDIjNDEjJDEjJDQjJDgz,"경기도 성남시 수정구 산성대로 263, 2,3층 (신흥동)"
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkMzgxMzUxIzMxIyQxIyQ3IyQ5MiQzNjEyMjIjNTEjJDEjJDYjJDgz,"경기도 성남시 중원구 금상로 4, 2층 (상대원동)"
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxNzAyIzUxIyQxIyQxIyQ5OSQyNjE0ODEjNDEjJDEjJDQjJDgz,"경기도 성남시 중원구 자혜로 40, 2층 (금광동)"
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNTgxMzUxIzExIyQxIyQzIyQ5OSQzNjEwMDIjNjEjJDEjJDQjJDgz,"경기도 성남시 수정구 위례광장로 19, 아이페리온 3층 306호 (창곡동)"
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNTgxMzUxIzExIyQxIyQ3IyQ3OSQyNjEyMjIjNTEjJDEjJDIjJDgz,"경기도 성남시 분당구 백현로101번길 24, 401호 (수내동, 미도프라자2)"
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNTgxMzUxIzExIyQxIyQzIyQ3MiQyNjE0ODEjNjEjJDEjJDgjJDgz,"경기도 성남시 분당구 돌마로 43, 4층 (금곡동, 메디파크빌딩)"
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNTgxMzUxIzExIyQxIyQ3IyQ2MiQzNjEyMjIjNjEjJDEjJDAjJDgz,"경기도 성남시 중원구 산성대로 338-2, 4층~6층 (중앙동)"
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNTgxMzUxIzIxIyQxIyQxIyQ3MiQyNjEyMjIjNjEjJDEjJDQjJDgz,"경기도 성남시 분당구 분당로53번길 9, 301호 (서현동, 에이원프라자)"
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxMTkxIzIxIyQxIyQxIyQ3OSQyNjE4MzIjNjEjJDEjJDgjJDgz,"경기도 성남시 수정구 산성대로 331, 203호 (신흥동, 한신프라자)"
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkMzgxMzUxIzMxIyQxIyQ3IyQwMyQyNjE0ODEjNTEjJDEjJDIjJDgz,"경기도 성남시 수정구 산성대로 229, 10층 (신흥동)"
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNDgxNzAyIzUxIyQxIyQxIyQxMyQzNjEyMjIjODEjJDEjJDYjJDgz,"경기도 성남시 분당구 황새울로360번길 35, 3층 (서현동, 현대프라자)"
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNDgxNzAyIzUxIyQxIyQxIyQxMyQ0NjE0ODEjNjEjJDEjJDQjJDgz,"경기도 성남시 분당구 돌마로 43, 메디파크빌딩 7층 701호일부호 (금곡동)"
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNTgxMzUxIzMxIyQxIyQ3IyQ3OSQ0NjE0ODEjNTEjJDEjJDIjJDgz,"경기도 성남시 분당구 성남대로 168, 미도프라자 33층 302호 (금곡동)"
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNDgxMzUxIzUxIyQxIyQxIyQ4MiQ0NjEwMDIjNjEjJDEjJDQjJDgz,"경기도 성남시 분당구 성남대로 345, 401~402호 (정자동, 정자역프라자)"
JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQyIyQ3IyQwMCQzNjEyMjIjNjEjJDEjJDAjJDgz,"경기도 성남시 수정구 수정로171번길 10, 성남시의료원 (태평동)"
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkMzgxMTkxIzQxIyQxIyQ3IyQ3MiQzNjE4MzIjNjEjJDEjJDQjJDgz,"경기도 성남시 수정구 제일로 155, 1층 (수진동)"
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNTgxMzUxIzQxIyQxIyQ3IyQxMyQyNjEyMjIjNjEjJDEjJDQjJDgz,"경기도 성남시 분당구 야탑로 94, 4층 일부호 (야탑동)"
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNTgxMzUxIzMxIyQxIyQzIyQ3OSQ0NjE0ODEjNzEjJDEjJDgjJDgz,"경기도 성남시 분당구 황새울로360번길 28, 은성프라자 3층 304호 (서현동)"
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxMzUxIzExIyQxIyQzIyQ3OSQyNjE4MzIjNTEjJDEjJDIjJDgz,"경기도 성남시 분당구 미금로 48, 302호 (구미동, 오성프라자)"
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNTgxMzUxIzMxIyQxIyQzIyQ4OSQyNjEwMDIjNzEjJDEjJDgjJDgz,"경기도 성남시 중원구 성남대로1148번길 2, 5층 (성남동, 소평빌딩)"
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxMzUxIzQxIyQxIyQ3IyQ3MiQzNjE0ODEjNDEjJDEjJDgjJDgz,"경기도 성남시 중원구 금상로 4-1, (상대원동)"
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNDgxMzUxIzIxIyQxIyQ1IyQ5MiQ0NjEwMDIjNDEjJDEjJDgjJDgz,"경기도 성남시 분당구 성남대로 165, 303~305호 (금곡동, 천사의도시)"
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNDgxMTkxIzIxIyQxIyQxIyQ5OSQzNjEyMjIjNjEjJDEjJDAjJDgz,"경기도 성남시 중원구 사기막골로 99, B102~103호 (상대원동)"
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNDgxMzUxIzUxIyQxIyQ1IyQ5OSQyNjEyMjIjNjEjJDEjJDQjJDgz,"경기도 성남시 중원구 산성대로 208, 3층 (성남동, 수진역환승주자창)"
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNDgxMTkxIzIxIyQxIyQxIyQ5OSQyNjE0ODEjNjEjJDEjJDQjJDgz,"경기도 성남시 수정구 수정로119번길 4, 2,3층 (태평동)"
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNTgxMzUxIzUxIyQxIyQxIyQ5OSQyNjE0ODEjNjEjJDEjJDAjJDgz,"경기도 성남시 분당구 돌마로 79, 썬프라자 204-1호 (금곡동)"
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkMzgxMzUxIzMxIyQxIyQzIyQ5MiQzNjEyMjIjNzEjJDEjJDgjJDgz,"경기도 성남시 중원구 성남대로 1142, 3층 (성남동)"
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNTgxMzUxIzUxIyQxIyQ1IyQ4OSQyNjEwMDIjNTEjJDEjJDIjJDgz,"경기도 성남시 분당구 성남대로 168, 307호 (금곡동, 미도프라자)"
JDQ4MTYyMiM1MSMkMSMkMCMkMTMkMzgxNzAyIzMxIyQxIyQ3IyQxMyQzNjE0ODEjNjEjJDEjJDgjJDgz,"경기도 성남시 중원구 성남대로 1146, 3층 (성남동)"
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkMzgxMTkxIzExIyQxIyQ3IyQ5MiQzNjE4MzIjNDEjJDEjJDgjJDgz,"경기도 성남시 분당구 매화로 92, 201호 (야탑동, 매화마을 공무원아파트상가)"
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxMzUxIzQxIyQyIyQ3IyQwMCQzNjEwMDIjNjEjJDEjJDQjJDgz,"경기도 성남시 중원구 산성대로 464, 4.5층 (금광동)"
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkMzgxOTYxIzUxIyQxIyQxIyQwMyQyNjE0ODEjNDEjJDEjJDgjJDgz,"경기도 성남시 수정구 공원로 322, 184,185호 (신흥동, 신동아파라디움)"
JDQ4MTYyMiM1MSMkMSMkMCMkMTMkMzgxMTkxIzIxIyQxIyQxIyQ3MiQyNjE0ODEjNTEjJDEjJDYjJDgz,"경기도 성남시 중원구 성남대로 1115, 모란시티 301~308호,501~504호 (성남동)"
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkMzgxMzUxIzMxIyQxIyQzIyQwMyQ0NjE0ODEjNDEjJDEjJDgjJDgz,"경기도 성남시 분당구 중앙공원로40번길 8, 215호 (서현동, 현대복합상가)"
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkMzgxMzUxIzMxIyQxIyQ3IyQ2MiQzNjEyMjIjNDEjJDEjJDgjJDgz,"경기도 성남시 수정구 제일로 165-1, 2층 (태평동)"
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNTgxOTYxIzUxIyQyIyQxIyQwMCQyNjEwMDIjNjEjJDEjJDgjJDgz,"경기도 성남시 중원구 광명로 327, 2.3.5.6층 (금광동)"
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkMzgxMzUxIzMxIyQyIyQ3IyQwMCQzNjEwMDIjNjEjJDEjJDgjJDgz,"경기도 성남시 중원구 산성대로552번길 11, (은행동)"
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNTgxOTYxIzExIyQxIyQ3IyQ2MiQzNjE4MzIjODEjJDEjJDIjJDgz,"경기도 성남시 중원구 산성대로 520, 2층 (은행동)"
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxMTkxIzMxIyQxIyQ3IyQ5OSQzNjE0ODEjNjEjJDEjJDAjJDgz,"경기도 성남시 분당구 돌마로 79, 3층 302~304호 (금곡동, 썬프라자)"
JDQ4MTYyMiM1MSMkMSMkMCMkMTMkMzgxNzAyIzQxIyQyIyQ3IyQwMCQzNjEwMDIjNzEjJDEjJDgjJDgz,"경기도 성남시 분당구 돌마로 361, 506호 (수내동, 동신코아빌딩)"
JDQ4MTYyMiM1MSMkMSMkMCMkMTMkMzgxNzAyIzQxIyQxIyQ3IyQ2MiQyNjEwMDIjNDEjJDEjJDgjJDgz,"경기도 성남시 분당구 중앙공원로39번길 7, 2층 203호 (서현동, 삼성한신상가)"
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkMzgxNzAyIzIxIyQxIyQxIyQ5OSQyNjEwMDIjNzEjJDEjJDgjJDgz,"경기도 성남시 중원구 희망로 344, 2층 (상대원동)"
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNDgxMzUxIzMxIyQxIyQzIyQwMyQzNjEyMjIjNjEjJDEjJDgjJDgz,"경기도 성남시 분당구 백현로101번길 16, 대덕프라자 3층 309호 (수내동)"
JDQ4MTYyMiM1MSMkMSMkMCMkMTMkNDgxOTYxIzMxIyQxIyQ3IyQ5MiQzNjE0ODEjNTEjJDEjJDIjJDgz,"경기도 성남시 분당구 성남대로 52, 202호 (구미동, 그랜드프라자)"
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNDgxMTkxIzMxIyQxIyQ3IyQ3MiQ0NjE0ODEjODEjJDEjJDIjJDgz,"경기도 성남시 중원구 광명로 347, 2층 (금광동, 형제빌딩 2층일부)"
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxMzUxIzMxIyQyIyQ3IyQwMCQyNjE0ODEjODEjJDEjJDIjJDgz,"경기도 성남시 분당구 돌마로 87, 3층 304호 (금곡동, 골드프라자)"
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkMzgxMTkxIzIxIyQxIyQxIyQ4OSQyNjEwMDIjNjEjJDEjJDAjJDgz,"경기도 성남시 분당구 서현로210번길 14, 304호 (서현동, 유성트윈프라자 동관)"
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNDgxOTYxIzUxIyQxIyQ1IyQ4MiQzNjE0ODEjNjEjJDEjJDgjJDgz,"경기도 성남시 분당구 내정로 167, 301호 (수내동, 양지프라임)"
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNDgxOTYxIzUxIyQxIyQ1IyQ5OSQ0NjE0ODEjNDEjJDEjJDQjJDgz,"경기도 성남시 분당구 판교로 374, 303호 (삼평동, 스타식스코아2)"
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNDgxOTYxIzUxIyQxIyQ1IyQxMyQ0NjE0ODEjNDEjJDEjJDgjJDgz,"경기도 성남시 분당구 성남대로 385, 401,401-1호 (정자동, 분당크리닉)"
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxMzUxIzIxIyQxIyQxIyQ5OSQzNjEwMDIjNjEjJDEjJDgjJDgz,"경기도 성남시 분당구 내정로 29, 202호 302~303호 (정자동, 금곡프라자)"
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNDgxOTYxIzUxIyQxIyQ1IyQwMyQyNjE4MzIjNTEjJDEjJDIjJDgz,"경기도 성남시 수정구 산성대로 495, 2층 (양지동)"
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNDgxMTkxIzExIyQxIyQzIyQ5OSQyNjE4MzIjNzEjJDEjJDgjJDgz,"경기도 성남시 수정구 제일로 159, 3층 (수진동)"
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNDgxMTkxIzExIyQxIyQzIyQ5OSQzNjE4MzIjNDEjJDEjJDQjJDgz,"경기도 성남시 수정구 위례광장로 5, 3층 307호 (창곡동, 위례우남역아이파크)"
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNDgxMTkxIzExIyQxIyQ3IyQ5MiQyNjEwMDIjNTEjJDEjJDYjJDgz,"경기도 성남시 분당구 서현로 192, 3층 302호 (서현동, 야베스밸리)"
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNDgxMTkxIzExIyQxIyQ3IyQwMyQ0NjE0ODEjODEjJDEjJDIjJDgz,"경기도 성남시 분당구 판교로 375, 303호 (삼평동, 에메트타운)"
JDQ4MTYyMiM1MSMkMSMkMCMkMTMkNDgxMTkxIzIxIyQxIyQxIyQ2MiQzNjE4MzIjNjEjJDEjJDQjJDgz,"경기도 성남시 분당구 운중로 115, 402호 (운중동, 판오션타워1차)"
JDQ4MTYyMiM1MSMkMSMkMCMkMTMkNDgxMTkxIzIxIyQxIyQxIyQ2MiQ0NjE0ODEjNTEjJDEjJDYjJDgz,"경기도 성남시 분당구 돌마로 52, 404호 (구미동, MD프라자)"
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNDgxMTkxIzIxIyQxIyQ1IyQ4OSQzNjE4MzIjNDEjJDEjJDgjJDgz,"경기도 성남시 수정구 성남대로 1228, 해광빌딩 4층 일부, 5층 (수진동)"
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNDgxMTkxIzIxIyQxIyQ1IyQ3MiQyNjEwMDIjNDEjJDEjJDgjJDgz,"경기도 성남시 분당구 대왕판교로606번길 41, 501~502호 (삼평동, 프라임스퀘어)"
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNDgxMTkxIzIxIyQxIyQ1IyQ5OSQyNjEyMjIjODEjJDEjJDIjJDgz,"경기도 성남시 분당구 벌말로40번길 3, 4층 (야탑동, 성산빌딩)"
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNDgxMTkxIzIxIyQyIyQ1IyQwMCQzNjE0ODEjNDEjJDEjJDgjJDgz,"경기도 성남시 분당구 운중로 115, 302~303호 (운중동, 판오션타워상가)"
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNDgxMTkxIzIxIyQxIyQ5IyQ5OSQzNjE4MzIjNjEjJDEjJDQjJDgz,"경기도 성남시 중원구 산성대로378번길 2, (금광동)"
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNDgxMTkxIzIxIyQxIyQ5IyQ3OSQ0NjEwMDIjNzEjJDEjJDgjJDgz,"경기도 성남시 분당구 판교역로192번길 16, 503~504호 (삼평동, 판교타워)"
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNDgxMTkxIzMxIyQxIyQzIyQxMyQyNjEwMDIjNTEjJDEjJDYjJDgz,"경기도 성남시 분당구 판교역로 178, 802호 (삼평동, 서건타워)"
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNDgxMTkxIzMxIyQxIyQzIyQ3MiQzNjEyMjIjNjEjJDEjJDQjJDgz,"경기도 성남시 분당구 대왕판교로 660, 309호 (삼평동, 유스페이스Ⅰ)"
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNDgxMTkxIzMxIyQyIyQzIyQwMCQzNjE4MzIjODEjJDEjJDYjJDgz,"경기도 성남시 수정구 산성대로 481, (양지동, 4층)"
JDQ4MTYyMiM1MSMkMSMkMCMkNjIkMzgxMzUxIzExIyQxIyQzIyQ5OSQ0NjEwMDIjODEjJDEjJDYjJDgz,"경기도 성남시 분당구 새마을로177번길 81, 66호 (율동)"
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNDgxMTkxIzIxIyQyIyQxIyQwMCQzNjEyMjIjNDEjJDEjJDgjJDgz,"경기도 성남시 중원구 희망로 348, 3층 (상대원동)"
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNDgxMTkxIzQxIyQxIyQ3IyQ5OSQyNjEyMjIjNTEjJDEjJDYjJDgz,"경기도 성남시 중원구 금상로 18, 4층 (상대원동)"
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNDgxMTkxIzQxIyQxIyQ3IyQ4MiQzNjE4MzIjNTEjJDEjJDYjJDgz,"경기도 성남시 중원구 성남대로 1137, 2층 (성남동)"
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNDgxMTkxIzQxIyQxIyQ3IyQ3MiQyNjEyMjIjNjEjJDEjJDQjJDgz,"경기도 성남시 분당구 대왕판교로606번길 58, 2-23호 24호 (삼평동, 푸르지오월드마크)"
