암호화요양기호,노선번호
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzUxIyQxIyQ1IyQxMyQzNjE0ODEjNTEjJDEjJDIjJDgz,
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzUxIyQxIyQ1IyQxMyQzNjE0ODEjNTEjJDEjJDIjJDgz,간선급행  8106
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzUxIyQxIyQ1IyQxMyQzNjE0ODEjNTEjJDEjJDIjJDgz,"일반  55, 101, 103, 310, 340, 341, 360, 370, 380"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzUxIyQxIyQ1IyQxMyQzNjE0ODEjNTEjJDEjJDIjJDgz,"일반  380, 390, 521,  누리1, 누리2, 누리3, 누리4"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzUxIyQxIyQ1IyQxMyQzNjE0ODEjNTEjJDEjJDIjJDgz,"직행좌석  1005, 1007, 1009, 1101, 1150, 1151"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzUxIyQxIyQ1IyQxMyQzNjE0ODEjNTEjJDEjJDIjJDgz,"직행좌석 1500-2, 3000, 3100, 3330, 3500, 4000"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzUxIyQxIyQ1IyQxMyQzNjE0ODEjNTEjJDEjJDIjJDgz,"직행좌석 6003, 7007-1, 9000, 9007-1, 9300, G8110"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzUxIyQxIyQ1IyQxMyQzNjE0ODEjNTEjJDEjJDIjJDgz,"마을  3, 32, 66, 71, 73(맞춤형), 75, 76, 602, 602-1A"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzUxIyQxIyQ1IyQxMyQzNjE0ODEjNTEjJDEjJDIjJDgz,"마을  602-1B, 602-2B, 812"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzIxIyQxIyQ5IyQ4MiQyNjEwMDIjNDEjJDEjJDQjJDgz,37
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzIxIyQxIyQ5IyQ4MiQyNjEwMDIjNDEjJDEjJDQjJDgz,73
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzIxIyQxIyQ5IyQ4MiQyNjEwMDIjNDEjJDEjJDQjJDgz,32
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzIxIyQxIyQ5IyQ4MiQyNjEwMDIjNDEjJDEjJDQjJDgz,"310, 340, 380"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzIxIyQxIyQ5IyQ4MiQyNjEwMDIjNDEjJDEjJDQjJDgz,"9409, 4103, 9507"
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNDgxMzUxIzUxIyQxIyQ1IyQ5OSQyNjEyMjIjNjEjJDEjJDQjJDgz,8호선
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMzUxIzUxIyQxIyQ1IyQ2MiQyNjE0ODEjNjEjJDEjJDQjJDgz,신분당선
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMzUxIzUxIyQxIyQ1IyQ2MiQyNjE0ODEjNjEjJDEjJDQjJDgz,분당선
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxOTYxIzMxIyQxIyQzIyQ4OSQyNjE0ODEjNTEjJDEjJDYjJDgz,8호선
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxOTYxIzMxIyQxIyQzIyQ4OSQyNjE0ODEjNTEjJDEjJDYjJDgz,17 17-1 17-1A 30 51 52  57 70 116-3 331 340 340-1
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxOTYxIzMxIyQxIyQzIyQ4OSQyNjE0ODEjNTEjJDEjJDYjJDgz,3-6  11-1  811
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxOTYxIzMxIyQxIyQzIyQ4OSQyNjE0ODEjNTEjJDEjJDYjJDgz,333  2007
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNDgxMzUxIzIxIyQxIyQxIyQ3OSQyNjEyMjIjNjEjJDEjJDgjJDgz,신분당선
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNDgxMTkxIzExIyQxIyQ3IyQ5OSQzNjEyMjIjODEjJDEjJDIjJDgz,
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNDgxMTkxIzExIyQxIyQ3IyQ5OSQzNjEyMjIjODEjJDEjJDIjJDgz,
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNDgxNzAyIzIxIyQxIyQxIyQwMyQ0NjEwMDIjODEjJDEjJDIjJDgz,분당선
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMzUxIzIxIyQxIyQxIyQ3OSQzNjEyMjIjNTEjJDEjJDIjJDgz,분당선
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMzUxIzIxIyQxIyQxIyQ3OSQzNjEyMjIjNTEjJDEjJDIjJDgz,"2-1, 3-1, 5, 32, 32-1, 50, 90, 116, 119, 200, 220,"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMzUxIzIxIyQxIyQxIyQ3OSQzNjEyMjIjNTEjJDEjJDIjJDgz,"3300, 8414, 8467, 8806, 8810, 8847, 8848, 8860"
JDU4MTI3MSM1MSMkMSMkMCMkMTMkNDgxOTYxIzMxIyQxIyQ3IyQwMyQyNjE0ODEjNDEjJDEjJDQjJDgz,수인분당선
JDU4MTI3MSM1MSMkMSMkMCMkMTMkNDgxOTYxIzMxIyQxIyQ3IyQwMyQyNjE0ODEjNDEjJDEjJDQjJDgz,
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMzUxIzIxIyQxIyQxIyQ3OSQzNjEyMjIjNTEjJDEjJDIjJDgz,"500-1, 500-2, 1117, 9607"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMzUxIzMxIyQxIyQ3IyQ4MiQ0NjE0ODEjODEjJDEjJDIjJDgz,
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxMzUxIzUxIyQxIyQxIyQxMyQ0NjE0ODEjNDEjJDEjJDQjJDgz,19번
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMTkxIzMxIyQyIyQ3IyQwMCQyNjE0ODEjNDEjJDEjJDQjJDgz,신분당선
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzUxIyQxIyQ1IyQ3OSQyNjE0ODEjNTEjJDEjJDIjJDgz,8호선
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzUxIyQxIyQ1IyQ3OSQyNjE0ODEjNTEjJDEjJDIjJDgz,51번
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzUxIyQxIyQ1IyQ3OSQyNjE0ODEjNTEjJDEjJDIjJDgz,"551,331,17,340"
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzUxIyQxIyQ1IyQ3OSQyNjE0ODEjNTEjJDEjJDIjJDgz,"30,17-1,70,17-A,52"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzUxIyQxIyQxIyQ4MiQzNjEyMjIjNDEjJDEjJDgjJDgz,수인분당선
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzUxIyQxIyQxIyQ4MiQzNjEyMjIjNDEjJDEjJDgjJDgz,누리3
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzUxIyQxIyQxIyQ4MiQzNjEyMjIjNDEjJDEjJDgjJDgz,3-1
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzUxIyQxIyQxIyQ4MiQzNjEyMjIjNDEjJDEjJDgjJDgz,32
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzUxIyQxIyQxIyQ4MiQzNjEyMjIjNDEjJDEjJDgjJDgz,602
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzUxIyQxIyQxIyQ4MiQzNjEyMjIjNDEjJDEjJDgjJDgz,602-1A
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzUxIyQxIyQxIyQ4MiQzNjEyMjIjNDEjJDEjJDgjJDgz,3500
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNDgxMzUxIzMxIyQyIyQ3IyQwMCQ0NjE0ODEjNTEjJDEjJDIjJDgz,"8,76,3-1,8-1"
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNDgxMzUxIzMxIyQyIyQ3IyQwMCQ0NjE0ODEjNTEjJDEjJDIjJDgz,"103,1116,1116-3,119"
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNDgxMzUxIzMxIyQyIyQ3IyQwMCQ0NjE0ODEjNTEjJDEjJDIjJDgz,"17,17-1,200,220"
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNDgxMzUxIzMxIyQyIyQ3IyQwMCQ0NjE0ODEjNTEjJDEjJDIjJDgz,"222,250,250-1,280"
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNDgxMzUxIzMxIyQyIyQ3IyQwMCQ0NjE0ODEjNTEjJDEjJDIjJDgz,"300,330,340,340-1"
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNDgxMzUxIzMxIyQyIyQ3IyQwMCQ0NjE0ODEjNTEjJDEjJDIjJDgz,"350,380,5,50"
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNDgxMzUxIzMxIyQyIyQ3IyQwMCQ0NjE0ODEjNTEjJDEjJDIjJDgz,"51,52,55,55-1"
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNDgxMzUxIzMxIyQyIyQ3IyQwMCQ0NjE0ODEjNTEjJDEjJDIjJDgz,"60,,77-1,9.90"
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNDgxMzUxIzMxIyQyIyQ3IyQwMCQ0NjE0ODEjNTEjJDEjJDIjJDgz,분당선
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ4OSQzNjE0ODEjNjEjJDEjJDAjJDgz,116
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ4OSQzNjE0ODEjNjEjJDEjJDAjJDgz,222
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ4OSQzNjE0ODEjNjEjJDEjJDAjJDgz,310
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ4OSQzNjE0ODEjNjEjJDEjJDAjJDgz,3-1
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ4OSQzNjE0ODEjNjEjJDEjJDAjJDgz,72-1
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ4OSQzNjE0ODEjNjEjJDEjJDAjJDgz,110-1
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ4OSQzNjE0ODEjNjEjJDEjJDAjJDgz,3500
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ4OSQzNjE0ODEjNjEjJDEjJDAjJDgz,3호선
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxOTYxIzQxIyQxIyQ3IyQ4OSQzNjE4MzIjNTEjJDEjJDYjJDgz,분당선
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxOTYxIzQxIyQxIyQ3IyQxMyQyNjEyMjIjNTEjJDEjJDIjJDgz,8호선
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxOTYxIzIxIyQxIyQ5IyQ5MiQyNjE0ODEjNTEjJDEjJDIjJDgz,462
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxOTYxIzIxIyQxIyQ5IyQ5MiQyNjE0ODEjNTEjJDEjJDIjJDgz,4419
JDQ4MTYyMiM1MSMkMSMkMCMkMTMkNDgxMzUxIzMxIyQxIyQ3IyQ4MiQyNjE4MzIjNDEjJDEjJDgjJDgz,10
JDQ4MTYyMiM1MSMkMSMkMCMkMTMkNDgxMzUxIzMxIyQxIyQ3IyQ4MiQyNjE4MzIjNDEjJDEjJDgjJDgz,88-1
JDQ4MTYyMiM1MSMkMSMkMCMkMTMkNDgxMzUxIzMxIyQxIyQ3IyQ4MiQyNjE4MzIjNDEjJDEjJDgjJDgz,8
JDQ4MTYyMiM1MSMkMSMkMCMkMTMkNDgxMzUxIzMxIyQxIyQ3IyQ4MiQyNjE4MzIjNDEjJDEjJDgjJDgz,51
JDQ4MTYyMiM1MSMkMSMkMCMkMTMkNDgxMzUxIzMxIyQxIyQ3IyQ4MiQyNjE4MzIjNDEjJDEjJDgjJDgz,340
JDQ4MTYyMiM1MSMkMSMkMCMkMTMkNDgxMzUxIzMxIyQxIyQ3IyQ4MiQyNjE4MzIjNDEjJDEjJDgjJDgz,240
JDQ4MTYyMiM1MSMkMSMkMCMkMTMkNDgxMzUxIzMxIyQxIyQ3IyQ4MiQyNjE4MzIjNDEjJDEjJDgjJDgz,30
JDQ4MTYyMiM1MSMkMSMkMCMkMTMkNDgxMzUxIzMxIyQxIyQ3IyQ4MiQyNjE4MzIjNDEjJDEjJDgjJDgz,720
JDU4MTI3MSM1MSMkMSMkMCMkMTMkMzgxNzAyIzIxIyQxIyQxIyQxMyQzNjEwMDIjNDEjJDEjJDgjJDgz,30
JDU4MTI3MSM1MSMkMSMkMCMkMTMkMzgxNzAyIzIxIyQxIyQxIyQxMyQzNjEwMDIjNDEjJDEjJDgjJDgz,30-1
JDU4MTI3MSM1MSMkMSMkMCMkMTMkMzgxNzAyIzIxIyQxIyQxIyQxMyQzNjEwMDIjNDEjJDEjJDgjJDgz,33
JDU4MTI3MSM1MSMkMSMkMCMkMTMkMzgxNzAyIzIxIyQxIyQxIyQxMyQzNjEwMDIjNDEjJDEjJDgjJDgz,51
JDU4MTI3MSM1MSMkMSMkMCMkMTMkMzgxNzAyIzIxIyQxIyQxIyQxMyQzNjEwMDIjNDEjJDEjJDgjJDgz,240
JDU4MTI3MSM1MSMkMSMkMCMkMTMkMzgxNzAyIzIxIyQxIyQxIyQxMyQzNjEwMDIjNDEjJDEjJDgjJDgz,340
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxOTYxIzExIyQxIyQ3IyQwMyQzNjEyMjIjODEjJDEjJDIjJDgz,
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNDgxMzUxIzIxIyQxIyQxIyQ3OSQyNjEyMjIjNjEjJDEjJDgjJDgz,분당선
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNDgxMzUxIzExIyQxIyQzIyQ3OSQzNjEyMjIjNjEjJDEjJDgjJDgz,분당선
JDQ4MTYyMiM1MSMkMSMkMCMkMTMkNDgxNzAyIzExIyQyIyQzIyQwMCQzNjE4MzIjNDEjJDEjJDgjJDgz,55-1
JDQ4MTYyMiM1MSMkMSMkMCMkMTMkNDgxNzAyIzExIyQyIyQzIyQwMCQzNjE4MzIjNDEjJDEjJDgjJDgz,6
JDQ4MTYyMiM1MSMkMSMkMCMkMTMkNDgxNzAyIzExIyQyIyQzIyQwMCQzNjE4MzIjNDEjJDEjJDgjJDgz,6
JDQ4MTYyMiM1MSMkMSMkMCMkMTMkNDgxNzAyIzExIyQyIyQzIyQwMCQzNjE4MzIjNDEjJDEjJDgjJDgz,340
JDQ4MTYyMiM1MSMkMSMkMCMkMTMkNDgxNzAyIzExIyQyIyQzIyQwMCQzNjE4MzIjNDEjJDEjJDgjJDgz,51
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMTkxIzMxIyQxIyQ3IyQwMyQzNjE4MzIjNTEjJDEjJDYjJDgz,19
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMTkxIzMxIyQxIyQ3IyQwMyQzNjE4MzIjNTEjJDEjJDYjJDgz,2
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzIxIyQxIyQxIyQ4MiQzNjE0ODEjNjEjJDEjJDgjJDgz,수인분당선
JDQ4MTYyMiM1MSMkMSMkMCMkMTMkNDgxMTkxIzExIyQxIyQzIyQ3OSQyNjE0ODEjNjEjJDEjJDgjJDgz,
JDQ4MTYyMiM1MSMkMSMkMCMkMTMkNDgxMTkxIzExIyQxIyQzIyQ3OSQyNjE0ODEjNjEjJDEjJDgjJDgz,"330, 350, 75,"
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxMzUxIzIxIyQxIyQxIyQ5OSQzNjEwMDIjNjEjJDEjJDgjJDgz,220
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxMzUxIzIxIyQxIyQxIyQ5OSQzNjEwMDIjNjEjJDEjJDgjJDgz,51
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxMzUxIzIxIyQxIyQxIyQ5OSQzNjEwMDIjNjEjJDEjJDgjJDgz,33-1
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxMzUxIzIxIyQxIyQxIyQ5OSQzNjEwMDIjNjEjJDEjJDgjJDgz,2
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxMzUxIzIxIyQxIyQxIyQ5OSQzNjEwMDIjNjEjJDEjJDgjJDgz,101
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxMzUxIzIxIyQxIyQxIyQ5OSQzNjEwMDIjNjEjJDEjJDgjJDgz,720-1
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxMzUxIzIxIyQxIyQxIyQ5OSQzNjEwMDIjNjEjJDEjJDgjJDgz,720
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxMzUxIzIxIyQxIyQxIyQ5OSQzNjEwMDIjNjEjJDEjJDgjJDgz,116-3
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxMzUxIzIxIyQxIyQxIyQ5OSQzNjEwMDIjNjEjJDEjJDgjJDgz,222
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxMzUxIzIxIyQxIyQxIyQ5OSQzNjEwMDIjNjEjJDEjJDgjJDgz,1500-1
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxMzUxIzIxIyQxIyQxIyQ5OSQzNjEwMDIjNjEjJDEjJDgjJDgz,3500
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxMzUxIzIxIyQxIyQxIyQ5OSQzNjEwMDIjNjEjJDEjJDgjJDgz,9000
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxMzUxIzIxIyQxIyQxIyQ5OSQzNjEwMDIjNjEjJDEjJDgjJDgz,9401B
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxMzUxIzIxIyQxIyQxIyQ5OSQzNjEwMDIjNjEjJDEjJDgjJDgz,1121
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxMzUxIzIxIyQxIyQxIyQ5OSQzNjEwMDIjNjEjJDEjJDgjJDgz,7007-1
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxMzUxIzIxIyQxIyQxIyQ5OSQzNjEwMDIjNjEjJDEjJDgjJDgz,9404
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxMzUxIzIxIyQxIyQxIyQ5OSQzNjEwMDIjNjEjJDEjJDgjJDgz,9407
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMTkxIzUxIyQxIyQ1IyQ5MiQzNjEyMjIjNzEjJDEjJDgjJDgz,분당선
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMTkxIzUxIyQxIyQ1IyQ5MiQzNjEyMjIjNzEjJDEjJDgjJDgz,2
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMTkxIzUxIyQxIyQ1IyQ5MiQzNjEyMjIjNzEjJDEjJDgjJDgz,200
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMTkxIzUxIyQxIyQ1IyQ5MiQzNjEyMjIjNzEjJDEjJDgjJDgz,220
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMTkxIzUxIyQxIyQ1IyQ5MiQzNjEyMjIjNzEjJDEjJDgjJDgz,240
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMTkxIzUxIyQxIyQ1IyQ5MiQzNjEyMjIjNzEjJDEjJDgjJDgz,3-1
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMTkxIzUxIyQxIyQ1IyQ5MiQzNjEyMjIjNzEjJDEjJDgjJDgz,330
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMTkxIzUxIyQxIyQ1IyQ5MiQzNjEyMjIjNzEjJDEjJDgjJDgz,5
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMTkxIzUxIyQxIyQ1IyQ5MiQzNjEyMjIjNzEjJDEjJDgjJDgz,302
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMTkxIzUxIyQxIyQ1IyQ5MiQzNjEyMjIjNzEjJDEjJDgjJDgz,303
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMTkxIzUxIyQxIyQ1IyQ5MiQzNjEyMjIjNzEjJDEjJDgjJDgz,"407,462"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMTkxIzUxIyQxIyQ1IyQ5MiQzNjEyMjIjNzEjJDEjJDgjJDgz,4419
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMTkxIzUxIyQxIyQ1IyQ5MiQzNjEyMjIjNzEjJDEjJDgjJDgz,50
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNDgxMzUxIzExIyQxIyQ3IyQ5MiQ0NjE0ODEjNDEjJDEjJDQjJDgz,8-1
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNDgxMzUxIzExIyQxIyQ3IyQ5MiQ0NjE0ODEjNDEjJDEjJDQjJDgz,222
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNDgxMzUxIzExIyQxIyQ3IyQ5MiQ0NjE0ODEjNDEjJDEjJDQjJDgz,57
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNDgxMzUxIzExIyQxIyQ3IyQ5MiQ0NjE0ODEjNDEjJDEjJDQjJDgz,50
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNDgxMzUxIzExIyQxIyQ3IyQ5MiQ0NjE0ODEjNDEjJDEjJDQjJDgz,8
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNDgxMTkxIzExIyQxIyQ3IyQ4OSQ0NjE0ODEjNzEjJDEjJDgjJDgz,7200
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNDgxMTkxIzExIyQxIyQ3IyQ4OSQ0NjE0ODEjNzEjJDEjJDgjJDgz,1303
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNDgxMTkxIzExIyQxIyQ3IyQ4OSQ0NjE0ODEjNzEjJDEjJDgjJDgz,32
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNDgxMTkxIzExIyQxIyQ3IyQ4OSQ0NjE0ODEjNzEjJDEjJDgjJDgz,2
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNDgxMTkxIzExIyQxIyQ3IyQ4OSQ0NjE0ODEjNzEjJDEjJDgjJDgz,103
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxMzUxIzMxIyQxIyQ3IyQ3MiQzNjE0ODEjNjEjJDEjJDQjJDgz,분당선
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxOTYxIzQxIyQxIyQ3IyQ4OSQzNjE4MzIjNTEjJDEjJDYjJDgz,
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxOTYxIzQxIyQxIyQ3IyQ4OSQzNjE4MzIjNTEjJDEjJDYjJDgz,
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkMzgxMzUxIzMxIyQxIyQ3IyQwMyQyNjE0ODEjNTEjJDEjJDIjJDgz,8호선
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkMzgxNzAyIzIxIyQxIyQ1IyQ4OSQyNjE4MzIjNTEjJDEjJDIjJDgz,720-1
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkMzgxNzAyIzIxIyQxIyQ1IyQ4OSQyNjE4MzIjNTEjJDEjJDIjJDgz,720
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkMzgxNzAyIzIxIyQxIyQ1IyQ4OSQyNjE4MzIjNTEjJDEjJDIjJDgz,8호선
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkMzgxNzAyIzIxIyQxIyQ1IyQ4OSQyNjE4MzIjNTEjJDEjJDIjJDgz,분당선
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkMzgxNzAyIzIxIyQxIyQ1IyQ4OSQyNjE4MzIjNTEjJDEjJDIjJDgz,
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxOTYxIzMxIyQxIyQzIyQ4OSQyNjE0ODEjNTEjJDEjJDYjJDgz,331
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxNzAyIzMxIyQxIyQzIyQxMyQyNjE4MzIjNjEjJDEjJDgjJDgz,"51, 720, 33-1"
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNDgxOTYxIzUxIyQxIyQxIyQ3MiQzNjEwMDIjNDEjJDEjJDgjJDgz,분당선
JDU4MTI3MSM1MSMkMSMkMCMkMTMkMzgxNzAyIzQxIyQxIyQ3IyQ5OSQzNjE4MzIjODEjJDEjJDYjJDgz,신분당선
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNTgxOTYxIzExIyQxIyQ3IyQ4MiQzNjE0ODEjODEjJDEjJDIjJDgz,분당선
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNTgxOTYxIzExIyQxIyQ3IyQ4MiQzNjE0ODEjODEjJDEjJDIjJDgz,30번
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNTgxOTYxIzExIyQxIyQ3IyQ4MiQzNjE0ODEjODEjJDEjJDIjJDgz,70번
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNTgxOTYxIzExIyQxIyQ3IyQ4MiQzNjE0ODEjODEjJDEjJDIjJDgz,116번
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNTgxOTYxIzExIyQxIyQ3IyQ4MiQzNjE0ODEjODEjJDEjJDIjJDgz,119번
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNTgxMzUxIzMxIyQxIyQ3IyQxMyQyNjEyMjIjNDEjJDEjJDQjJDgz,3-1
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNTgxMzUxIzMxIyQxIyQ3IyQxMyQyNjEyMjIjNDEjJDEjJDQjJDgz,30-1
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNTgxMzUxIzMxIyQxIyQ3IyQxMyQyNjEyMjIjNDEjJDEjJDQjJDgz,50
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNTgxMzUxIzMxIyQxIyQ3IyQxMyQyNjEyMjIjNDEjJDEjJDQjJDgz,82
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNTgxMzUxIzMxIyQxIyQ3IyQxMyQyNjEyMjIjNDEjJDEjJDQjJDgz,200
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNTgxMzUxIzMxIyQxIyQ3IyQxMyQyNjEyMjIjNDEjJDEjJDQjJDgz,240
